emp_no,first_name,last_name,title,from_date,salary
469899,Make,Streng,Senior Staff,1988-09-12,65500
421549,Arvin,Remmers,Assistant Engineer,1988-09-12,68622
483834,Tse,Oppitz,Assistant Engineer,1988-09-12,48941
204783,Zissis,Majewski,Staff,1988-09-12,70977
85489,Adas,Zwicker,Senior Staff,1988-09-12,63977
468058,Martina,Polupanov,Staff,1988-09-12,55171
498145,Taisook,Kusalik,Engineer,1988-09-12,40000
12365,Kamakshi,Bisiani,Engineer,1988-09-12,40000
456840,Lubomir,Papadias,Assistant Engineer,1988-09-12,70680
469053,Vidya,Dymetman,Staff,1988-09-11,40000
262027,Georg,Schauser,Senior Engineer,1988-09-11,59202
260128,Willard,Yoshimura,Staff,1988-09-11,71758
213906,Sven,Gerteisen,Staff,1988-09-11,65282
291828,Susanne,Kornyak,Senior Engineer,1988-09-11,40000
473805,Shunichi,Hoogerwoord,Senior Engineer,1988-09-11,68665
475947,Kwangjo,Chimia,Assistant Engineer,1988-09-11,44202
266860,Miomir,Otillio,Engineer,1988-09-11,40000
50973,Udi,Krohm,Staff,1988-09-11,64920
73339,Leni,Kamble,Senior Engineer,1988-09-11,58140
458356,Mari,Stenning,Senior Engineer,1988-09-11,41092
400619,Sverrir,Reutenauer,Senior Engineer,1988-09-10,57275
474862,Youpyo,Chinin,Staff,1988-09-10,83287
62437,Manohar,Takkinen,Engineer,1988-09-10,49714
45919,Aemilian,Denti,Staff,1988-09-10,54551
436339,Berthier,Koblitz,Senior Engineer,1988-09-10,40000
264846,Dinah,Reeken,Senior Engineer,1988-09-10,40000
407730,Marlo,Vilarrasa,Staff,1988-09-10,60331
249694,Uriel,Hutton,Senior Engineer,1988-09-10,51914
66802,Mohit,Karlin,Staff,1988-09-10,40696
478885,Atreyi,Boudaillier,Engineer,1988-09-10,65824
290505,Kien,Onuegbe,Engineer,1988-09-10,56037
76704,Valery,Shackel,Engineer,1988-09-10,57468
478095,Gal,Perz,Staff,1988-09-10,75546
83540,Rafail,Andreotta,Technique Leader,1988-09-10,44126
449028,Xuedong,Bhattacharjee,Engineer,1988-09-10,40000
109193,Garnet,Scharstein,Senior Engineer,1988-09-10,66788
417130,Turgut,Kushner,Senior Staff,1988-09-10,67620
452221,Xinyu,Hainaut,Staff,1988-09-09,65502
29788,Radhia,Kaminger,Engineer,1988-09-09,50834
19724,Visit,Hasham,Staff,1988-09-09,69399
98183,Masami,Besselaar,Staff,1988-09-09,54821
444742,Moriyoshi,Fadgyas,Staff,1988-09-09,40000
76530,Honesty,Benner,Engineer,1988-09-09,40000
230906,Qunsheng,Marchegay,Staff,1988-09-09,50033
415912,Gadiel,Begiun,Engineer,1988-09-09,67977
29485,Ortrun,Shobatake,Staff,1988-09-09,55230
229819,Zhenbing,Delgrande,Technique Leader,1988-09-09,53781
498314,Zita,Liesche,Assistant Engineer,1988-09-09,40000
433203,Shigenori,Cappelli,Staff,1988-09-09,71506
481096,Yongmao,Sadowsky,Engineer,1988-09-08,40000
38679,Zvonko,Bael,Technique Leader,1988-09-08,40000
74447,Atilio,Hebert,Senior Staff,1988-09-08,40000
32246,Georg,Onuegbe,Staff,1988-09-08,52240
262790,Supot,Compeau,Staff,1988-09-08,40000
223934,Lihong,Yurek,Engineer,1988-09-08,40651
446080,Oksana,Boudaillier,Staff,1988-09-08,55347
471606,Masadi,Kropp,Engineer,1988-09-08,40000
109448,Subhankar,Socorro,Engineer,1988-09-08,57727
12589,Anoosh,Chleq,Engineer,1988-09-08,59441
47094,Leni,Shimshoni,Assistant Engineer,1988-09-08,59515
218861,Leen,Georg,Engineer,1988-09-08,40000
427262,Dekang,Birge,Staff,1988-09-08,52415
234105,Bikash,Broder,Staff,1988-09-08,68712
499347,Ugo,Schwartzbauer,Staff,1988-09-08,75444
436130,Guenter,Lorys,Engineer,1988-09-08,40000
33402,Leni,Carrere,Senior Engineer,1988-09-08,46633
205092,Masako,Spieker,Staff,1988-09-07,72572
480085,Kien,Krider,Senior Engineer,1988-09-07,50697
78488,Toshimori,Morton,Senior Engineer,1988-09-07,40000
109205,Shrikanth,Kuzuoka,Staff,1988-09-07,40000
23246,Muneo,Bhattacharjee,Staff,1988-09-07,61942
51645,Berto,Stassinopoulos,Engineer,1988-09-07,48041
263166,Iara,Salinas,Assistant Engineer,1988-09-07,55954
475483,Moto,Baalen,Staff,1988-09-07,46988
238047,Renee,Krohn,Staff,1988-09-07,50648
201992,Prasadram,Journel,Staff,1988-09-07,40000
279915,Angus,Rijsenbrij,Engineer,1988-09-07,40000
467804,Billie,Merli,Staff,1988-09-07,62519
406703,Foong,Cherinka,Engineer,1988-09-07,70843
482339,Vishwani,Poujol,Staff,1988-09-07,47096
32200,Nalini,Sadowsky,Assistant Engineer,1988-09-07,42770
212423,Reinhold,Demke,Staff,1988-09-07,72970
295543,Navin,Nannarelli,Engineer,1988-09-07,53821
218595,Murthy,Brodal,Engineer,1988-09-06,40000
241788,Val,Shimshoni,Technique Leader,1988-09-06,60123
446669,Gor,Pezzoli,Engineer,1988-09-06,56628
66120,Nobuyoshi,Pusterhofer,Staff,1988-09-06,50066
233966,Shimshon,Albarhamtoshy,Staff,1988-09-06,89348
432861,Kshitij,Morris,Engineer,1988-09-06,40172
450405,Radoslaw,Grospietsch,Engineer,1988-09-06,40000
290864,Ohad,Morrow,Technique Leader,1988-09-06,40000
293614,Hidefumi,Denti,Engineer,1988-09-06,57745
455533,Raimond,Shihab,Staff,1988-09-06,49571
44240,Deniz,Famili,Engineer,1988-09-06,44513
233330,Shuji,Spelt,Staff,1988-09-06,51730
419670,Otilia,Kuzuoka,Technique Leader,1988-09-06,49837
245196,Randi,Chartres,Staff,1988-09-06,69757
23138,Pascal,Kaelbling,Assistant Engineer,1988-09-06,40000
258514,Lech,Thimonier,Engineer,1988-09-06,46694
434202,Lenore,Unno,Staff,1988-09-05,42716
40018,Yongmao,Beidas,Engineer,1988-09-05,40000
47593,Christfried,Awdeh,Staff,1988-09-05,40000
436473,Nakhoon,Braunmuhl,Staff,1988-09-05,68869
256172,Arvin,Arlazarov,Senior Engineer,1988-09-05,54179
207148,Zhiguo,Ullian,Engineer,1988-09-05,40000
55192,Weijing,Templeman,Senior Engineer,1988-09-05,40000
464976,Licheng,Ecklund,Engineer,1988-09-05,40000
10035,Alain,Chappelet,Engineer,1988-09-05,41538
50838,Adil,Skogmar,Staff,1988-09-05,45211
406428,Subir,Otillio,Technique Leader,1988-09-05,40000
484663,Miyeon,Tetzlaff,Engineer,1988-09-05,72947
247681,Alejandra,Muniz,Engineer,1988-09-05,40000
407073,Rasikan,Pelc,Staff,1988-09-05,53919
41917,Fumitake,Schlumberger,Staff,1988-09-04,69069
87234,Boriana,Mungall,Staff,1988-09-04,111013
457387,Nikolaus,Redmiles,Senior Staff,1988-09-04,100983
281293,Chikara,Bednarek,Staff,1988-09-04,83511
248818,Yefim,Suomi,Staff,1988-09-04,50354
422379,Yongmin,Kabayashi,Senior Engineer,1988-09-04,43675
431645,Boriana,Rusterholz,Staff,1988-09-04,59614
487320,Shaw,Nilsson,Staff,1988-09-04,40000
459636,DAIDA,Bardell,Staff,1988-09-04,45362
79409,Kayoko,Pluym,Senior Engineer,1988-09-04,40000
415572,Elvia,Lampe,Engineer,1988-09-04,40000
80128,Genta,Ushiama,Engineer,1988-09-04,40000
204692,Licheng,Pollacia,Senior Engineer,1988-09-04,48636
58182,Gennady,Kroft,Engineer,1988-09-04,41694
403989,Seongbin,Keustermans,Senior Staff,1988-09-04,40589
281385,Georgi,Oxenboll,Staff,1988-09-04,52189
278308,Sadun,Velasco,Staff,1988-09-03,50171
444173,Steve,Matteis,Staff,1988-09-03,40000
494456,Heon,Swen,Engineer,1988-09-03,40000
285654,Ashish,Haldar,Senior Engineer,1988-09-03,40000
50182,Unal,Kossowski,Staff,1988-09-03,40000
462506,Achilleas,Bugaenko,Engineer,1988-09-03,40000
286493,Uma,Ciolek,Technique Leader,1988-09-03,51989
22755,Marla,Albarhamtoshy,Staff,1988-09-03,63264
243288,Randi,Chiola,Staff,1988-09-03,40000
59684,Qingxiang,Ranst,Engineer,1988-09-03,53792
218319,Kitty,Speer,Staff,1988-09-03,53536
461605,Tesuya,Garnham,Senior Staff,1988-09-03,67241
470933,Lakshmi,Walstra,Technique Leader,1988-09-03,40000
51571,Yuichiro,Jervis,Engineer,1988-09-03,46866
433166,Ult,Fabrizio,Engineer,1988-09-03,40000
253745,Krassimir,Adachi,Engineer,1988-09-02,63262
10088,Jungsoon,Syrzycki,Staff,1988-09-02,65957
434017,Wuxu,Radivojevic,Technique Leader,1988-09-02,40000
39155,Yoshimitsu,Masamoto,Engineer,1988-09-02,76574
238508,Sahrah,Schach,Senior Staff,1988-09-02,45912
70722,Maren,Sudbeck,Staff,1988-09-02,54960
453126,Jeanna,Lowrie,Engineer,1988-09-02,64293
290187,Ronghao,Speek,Staff,1988-09-02,48642
269385,Fay,Aumann,Engineer,1988-09-02,42307
437159,Munehiko,Ritzmann,Senior Engineer,1988-09-01,42772
32349,Hairong,DiGiano,Staff,1988-09-01,71859
255741,Jacopo,Terwilliger,Senior Staff,1988-09-01,40000
443470,Valeri,Murtha,Senior Staff,1988-09-01,53840
86183,Takahiro,Baja,Engineer,1988-09-01,50558
96161,Hugh,Riesenhuber,Engineer,1988-09-01,51915
414140,Leucio,Vickson,Staff,1988-09-01,72994
440136,Bowen,Jenevein,Staff,1988-09-01,60795
464818,Rasiah,Perez,Engineer,1988-09-01,59070
468393,Kendra,Puppo,Engineer,1988-09-01,62704
58414,Shih,Schrift,Staff,1988-09-01,44078
200256,Greger,Hockney,Senior Staff,1988-09-01,40000
17355,Mingzeng,Weisert,Engineer,1988-08-31,40000
103435,Sverrir,Ghazalie,Engineer,1988-08-31,46549
89184,Chriss,Fargier,Staff,1988-08-31,40000
411139,Muneo,Sevcikova,Staff,1988-08-31,67589
495111,Yannik,Stavenow,Engineer,1988-08-31,45764
44616,Abdelkader,Pettis,Senior Staff,1988-08-31,40000
419783,Kwun,Puppo,Staff,1988-08-31,52786
402349,Harngdar,Lipner,Staff,1988-08-31,100006
248600,Gio,Condotta,Staff,1988-08-31,46533
485844,Tsvetan,Monkewich,Staff,1988-08-31,69964
12541,Shih,Nanard,Staff,1988-08-31,93105
246775,Jixiang,Kamber,Staff,1988-08-31,75809
425864,Gro,Bellone,Senior Staff,1988-08-31,53385
222802,Emdad,Siksek,Engineer,1988-08-31,67181
405203,Muneo,Panienski,Senior Engineer,1988-08-30,40000
13213,Hein,Billawala,Staff,1988-08-30,61131
107985,Hausi,Cools,Technique Leader,1988-08-30,66727
16674,Duke,Takanami,Technique Leader,1988-08-30,40000
492574,Alain,Georg,Senior Engineer,1988-08-30,40000
61650,Vitaly,Linnainmaa,Engineer,1988-08-30,72738
456614,Djenana,Iisaku,Engineer,1988-08-30,47332
205592,Houman,Weisert,Staff,1988-08-30,40000
267378,Tiina,Kawashimo,Staff,1988-08-30,58504
43582,Kankanahalli,Demizu,Technique Leader,1988-08-30,59155
11797,Chenxi,Thambidurai,Staff,1988-08-30,88050
212591,Sigeru,Ravishankar,Staff,1988-08-30,46201
228778,Yoshinari,Rettelbach,Staff,1988-08-30,73043
60199,Khalid,Conia,Technique Leader,1988-08-30,40000
60409,Falguni,Swiler,Senior Engineer,1988-08-30,40000
40318,Shin,Vingron,Engineer,1988-08-30,40000
56706,Zita,Rodier,Staff,1988-08-30,40000
464174,Palash,Broomell,Technique Leader,1988-08-30,56106
486327,Aris,Pero,Engineer,1988-08-30,53979
427260,Jianhao,Cooke,Engineer,1988-08-29,40145
249673,Naraig,Klerer,Staff,1988-08-29,74464
265179,Nobuyoshi,Muhling,Engineer,1988-08-29,62195
36722,Samphel,Zirintsis,Technique Leader,1988-08-29,40000
46680,Phuoc,Fairtlough,Senior Staff,1988-08-29,53167
279514,Fumiko,Heyers,Engineer,1988-08-29,40000
430166,Poornachandra,Ravishankar,Senior Staff,1988-08-29,81260
414604,Pranjal,Snedden,Senior Engineer,1988-08-29,41452
244113,Navin,Terwilliger,Engineer,1988-08-29,48992
229147,Eberhardt,Birke,Staff,1988-08-29,40000
273132,Dmitry,Munro,Engineer,1988-08-28,40538
97803,Randy,Keirsey,Staff,1988-08-28,71349
232446,Chirstian,Siepmann,Staff,1988-08-28,44586
51062,Werner,Narlikar,Staff,1988-08-28,99131
99611,Breannda,Stasinski,Staff,1988-08-28,40000
403824,Bangqing,Gerlach,Engineer,1988-08-28,69352
101110,Mahmut,Strooper,Technique Leader,1988-08-28,49189
426952,Susanne,Masada,Senior Engineer,1988-08-28,40000
77915,Shimshon,Schnelling,Staff,1988-08-28,80201
80838,Cheong,Ruemmler,Senior Staff,1988-08-28,68639
47056,Parto,Marciano,Staff,1988-08-28,77089
46075,Lucien,Cunliffe,Engineer,1988-08-28,45519
421536,Sumali,Prochazka,Technique Leader,1988-08-28,45519
10404,Prodip,Rosti,Engineer,1988-08-28,51647
262879,Mostafa,Zedlitz,Engineer,1988-08-28,56954
407162,Lech,Sridhar,Senior Staff,1988-08-28,75648
492118,Maha,Murthy,Staff,1988-08-28,67461
106063,Florian,Baaz,Staff,1988-08-28,88281
234156,Mitchel,Montemayor,Staff,1988-08-27,60237
292943,Kwan,Nannarelli,Engineer,1988-08-27,68964
485476,Wilmer,Fortenbacher,Assistant Engineer,1988-08-27,47900
95969,Quingbo,Schwaller,Engineer,1988-08-27,55583
489054,Edwin,Giveon,Engineer,1988-08-27,73428
461582,Golgen,Mapelli,Staff,1988-08-27,40000
229470,Teunis,Bala,Senior Staff,1988-08-27,60006
41371,Luise,Decaestecker,Staff,1988-08-27,57056
213834,Shuji,Impagliazzo,Staff,1988-08-27,84566
457041,Stepehn,Demeyer,Senior Staff,1988-08-27,77787
479906,Duri,Silva,Technique Leader,1988-08-27,40000
68843,Yucel,Kalafatis,Staff,1988-08-27,65079
426666,Francesca,Willoner,Engineer,1988-08-27,45453
434560,Gudjon,Petereit,Staff,1988-08-27,49514
467593,Mayuko,Reghbati,Staff,1988-08-27,76220
280126,Arie,Danecki,Engineer,1988-08-27,40000
478273,Dulce,Prochazka,Staff,1988-08-27,63269
210284,Vasilis,Kavvadias,Engineer,1988-08-27,40000
11681,Fumitake,Benzmuller,Engineer,1988-08-27,40000
60303,Billur,Solares,Staff,1988-08-27,57664
431982,Randi,Parfitt,Staff,1988-08-26,54422
106611,Shir,Vecchi,Engineer,1988-08-26,40000
13392,Fumitake,Beidas,Staff,1988-08-26,69221
465460,Shawna,Meszaros,Senior Engineer,1988-08-26,78510
469386,Cristinel,Cangellaris,Staff,1988-08-26,57100
91845,Caolyn,Zeidenstein,Engineer,1988-08-26,45505
486974,Hironobu,Fontan,Engineer,1988-08-26,40000
286636,Cordelia,Leivant,Technique Leader,1988-08-26,40000
46563,Marlo,Veldwijk,Engineer,1988-08-26,40000
36266,Elvia,Fujisaki,Staff,1988-08-26,43701
420092,Prodip,Impagliazzo,Engineer,1988-08-26,74047
499707,Paris,Jayawardene,Staff,1988-08-26,40000
426613,Parviz,Kruskal,Engineer,1988-08-25,42826
414508,Yonghoan,Rosaz,Senior Engineer,1988-08-25,43884
12343,Sorina,Slaats,Staff,1988-08-25,52134
269501,Udi,Delaune,Staff,1988-08-25,49855
278329,Khatoun,Isard,Staff,1988-08-25,59613
226582,Reinhard,Serre,Staff,1988-08-25,86736
77089,Renee,Wrigley,Engineer,1988-08-25,59550
213529,Shaibal,Schusler,Engineer,1988-08-25,40000
228546,Matk,Chiodo,Staff,1988-08-25,67195
247412,Jaihie,Brodie,Staff,1988-08-25,51201
74922,Etsuo,Milicic,Assistant Engineer,1988-08-25,40000
204149,Moti,Kusakabe,Senior Staff,1988-08-24,48386
234442,Marlo,Hutton,Engineer,1988-08-24,46995
468500,Zito,Auria,Senior Engineer,1988-08-24,40000
92043,Chriss,Lortz,Engineer,1988-08-24,59307
264074,Martine,Serov,Staff,1988-08-24,40000
242197,Marla,Hennings,Engineer,1988-08-24,49649
45298,Shay,Valtorta,Staff,1988-08-24,56982
56519,Magdalena,Taubenfeld,Engineer,1988-08-24,52142
218766,Janalee,Ozery,Engineer,1988-08-24,52090
450497,Shietung,Molberg,Senior Engineer,1988-08-24,58077
205248,Aamer,Imataki,Engineer,1988-08-24,40000
21663,Eberhardt,Serra,Technique Leader,1988-08-24,40000
216153,Masato,Boguraev,Engineer,1988-08-24,40000
496341,Oddvar,Rosay,Staff,1988-08-23,59379
490857,Domenick,Hammerschmidt,Staff,1988-08-23,40000
54450,Jaana,Ranon,Engineer,1988-08-23,40000
410668,Yishay,McDermid,Engineer,1988-08-23,68138
418911,Alois,Kakkar,Engineer,1988-08-23,52640
32444,Ioana,Ventosa,Staff,1988-08-23,40518
406356,Otmar,Fujisaki,Engineer,1988-08-23,40000
237499,Shichao,Vickson,Engineer,1988-08-23,55887
257311,Bernardo,Cooke,Senior Staff,1988-08-23,66997
243116,Masaru,Perna,Staff,1988-08-23,73464
38123,Kien,Cummings,Staff,1988-08-23,69068
224180,Goncalo,Hartvigsen,Staff,1988-08-23,40000
253294,DeForest,Cherinka,Senior Engineer,1988-08-23,40000
458398,Macha,Farris,Assistant Engineer,1988-08-22,40000
465443,Freyja,Straney,Staff,1988-08-22,48772
483956,Goo,Garrabrants,Technique Leader,1988-08-22,59356
55024,Jaber,Srimani,Technique Leader,1988-08-22,53184
226095,Unal,Kalsbeek,Staff,1988-08-22,70075
464295,Jackson,Hebden,Engineer,1988-08-22,40000
107018,Temple,Braunmuhl,Senior Engineer,1988-08-22,40000
202941,Phuoc,Sinitsyn,Senior Staff,1988-08-22,52694
491339,Jeong,Lanzelotte,Engineer,1988-08-22,49408
201810,Sadegh,Syang,Assistant Engineer,1988-08-22,58502
30663,Gurbir,Sigstam,Staff,1988-08-22,69262
215801,Alejandra,Underwood,Engineer,1988-08-22,54442
109150,Jongsuk,Dayana,Staff,1988-08-22,58114
63305,Perry,Waymire,Engineer,1988-08-22,40000
215188,Temple,Zhiwei,Staff,1988-08-22,40000
426844,Yuichiro,Kaltofen,Senior Staff,1988-08-22,46034
456158,Jungsoon,Takanami,Engineer,1988-08-22,40000
85241,Martijn,Falck,Staff,1988-08-22,43955
40360,Harjit,Miyakawa,Engineer,1988-08-22,40000
258102,Uinam,Ibel,Engineer,1988-08-22,62600
230753,Geraldo,Suri,Engineer,1988-08-21,70636
420829,Heekeun,Klassen,Senior Engineer,1988-08-21,40000
492732,Navid,Ciolek,Staff,1988-08-21,46735
415944,Kwangsub,Cairo,Senior Staff,1988-08-21,66490
85607,Yucai,Hertweck,Engineer,1988-08-21,63272
24934,Carrsten,Bruckman,Engineer,1988-08-21,40000
405288,Atreyi,Eldridge,Staff,1988-08-21,55927
104644,Yuguang,Lieblein,Engineer,1988-08-21,49794
280883,Shao,Compeau,Technique Leader,1988-08-21,53939
275977,Ibibia,Wilfing,Engineer,1988-08-21,72598
100158,Ayakannu,Falby,Senior Staff,1988-08-21,40000
435210,Huiqun,Zongker,Senior Engineer,1988-08-21,69416
243510,Paraskevi,Detkin,Engineer,1988-08-21,40000
436662,Mingzeng,Versino,Technique Leader,1988-08-21,51517
271873,Piyush,Jiafu,Staff,1988-08-21,43151
106819,Takahira,Coombs,Staff,1988-08-20,50336
240204,Duke,Vandervoorde,Engineer,1988-08-20,40000
243470,Paloma,Tyugu,Staff,1988-08-20,95563
68478,Rutger,Plotkin,Staff,1988-08-20,40000
107782,Gadiel,Rajala,Staff,1988-08-20,40000
55728,Zito,Remmers,Senior Staff,1988-08-20,40000
75249,Parto,Junet,Staff,1988-08-20,40000
296401,Sverrir,Hashii,Senior Engineer,1988-08-20,57379
487543,Xiping,Menhoudj,Staff,1988-08-20,65120
280277,Magdalena,Perry,Senior Staff,1988-08-20,52821
464588,Xiaoshan,Pargas,Staff,1988-08-20,41483
258273,JoAnna,Maksimenko,Staff,1988-08-19,61681
87422,Mohamadou,Lorcy,Senior Engineer,1988-08-19,40000
469137,Kwangsub,Rikino,Engineer,1988-08-19,58601
424467,Udo,Hockney,Staff,1988-08-19,77643
459189,Marsja,Thebaut,Engineer,1988-08-19,52072
238880,Atreye,Heyers,Technique Leader,1988-08-19,42721
252166,Maja,Avouris,Engineer,1988-08-19,40000
48139,Perry,Bultermann,Staff,1988-08-19,80436
452215,Arun,Macedo,Engineer,1988-08-19,40000
268919,Shay,Rosin,Engineer,1988-08-18,60234
495219,Dinah,Hambrick,Staff,1988-08-18,51004
223284,Sedat,Streng,Staff,1988-08-18,54259
478642,Jeong,Erman,Staff,1988-08-18,56447
488335,Atreye,Giaccio,Engineer,1988-08-18,40012
424144,Candido,Lorin,Senior Staff,1988-08-18,46805
273201,Feipei,Molenkamp,Senior Engineer,1988-08-18,49745
415123,Fatemeh,Fontet,Engineer,1988-08-18,40000
21808,Arra,Bharadwaj,Staff,1988-08-18,40610
221060,Zhonghui,Zobel,Engineer,1988-08-18,41270
289348,Indrajit,Jervis,Staff,1988-08-18,45670
67572,Gro,Katalagarianos,Engineer,1988-08-18,40000
405523,Steen,Conti,Engineer,1988-08-18,78757
404767,Laurentiu,Lieblein,Staff,1988-08-18,61155
274364,Reuven,Kavraki,Assistant Engineer,1988-08-18,40000
201269,Pranav,Brookman,Engineer,1988-08-18,47634
228683,Girolamo,Coombs,Staff,1988-08-18,40000
408167,Greger,Demizu,Staff,1988-08-18,76544
274836,Almudena,Furudate,Engineer,1988-08-17,40090
248994,Heping,Picaronny,Senior Staff,1988-08-17,65894
495807,Martina,Kumaresan,Senior Engineer,1988-08-17,40000
235110,Boriana,Biran,Staff,1988-08-17,56847
231735,Sanjeeva,Randi,Staff,1988-08-17,40000
32858,Tesuro,Fioravanti,Staff,1988-08-17,45763
288590,Hailing,Reeken,Senior Staff,1988-08-17,86371
287585,Kwangyoen,Heinisuo,Engineer,1988-08-17,67297
71590,Irene,Beerel,Senior Engineer,1988-08-17,40000
224410,Mara,Polajnar,Engineer,1988-08-17,63858
82349,Tsz,Birjandi,Staff,1988-08-17,63760
456876,Jinya,Puoti,Staff,1988-08-17,59175
436254,Tsutomu,Bellone,Staff,1988-08-17,81325
100277,Ravishankar,Baby,Engineer,1988-08-16,42826
410857,Anestis,Lamba,Staff,1988-08-16,74970
35429,Cathie,Ducloy,Engineer,1988-08-16,61992
102778,Bernice,Mitchem,Senior Engineer,1988-08-16,49949
233518,Utpal,Conry,Senior Engineer,1988-08-16,45457
219295,Michaela,Knightly,Staff,1988-08-16,64419
233810,Stevo,Peltason,Senior Engineer,1988-08-16,45531
494156,Pohua,McFarlan,Engineer,1988-08-16,40000
401785,Takanari,Genin,Assistant Engineer,1988-08-16,48283
220431,Tomokazu,Dusink,Engineer,1988-08-16,55914
479516,Fusako,Niizuma,Senior Engineer,1988-08-16,50919
432442,Fabrizio,Azadmanesh,Senior Staff,1988-08-16,40000
39055,Remko,Varman,Engineer,1988-08-16,72269
80962,Ute,Broder,Staff,1988-08-16,52745
71722,Marco,Lally,Engineer,1988-08-16,40000
415606,Hiroyasu,Khamsi,Senior Staff,1988-08-15,40000
480851,Mani,Christ,Staff,1988-08-15,40000
48985,Divine,Ozeki,Engineer,1988-08-15,52370
274983,Shahab,Gecsel,Senior Engineer,1988-08-15,52206
226471,JoAnna,Stroustrup,Staff,1988-08-15,47449
296799,Jianwen,Pollacia,Staff,1988-08-15,59122
21229,Vasilis,Collavizza,Engineer,1988-08-15,40000
466320,Shigehiro,Janetzko,Staff,1988-08-15,40000
102810,Jiafu,Birsak,Staff,1988-08-15,69623
206507,Bernt,Gonthier,Engineer,1988-08-15,40000
40997,Ranan,Nations,Engineer,1988-08-15,40000
277334,Xianlong,Oppitz,Staff,1988-08-15,40000
237227,Jasminko,Baba,Staff,1988-08-15,40000
225955,Radhia,Bernini,Engineer,1988-08-15,41623
255679,Lansing,Garnick,Staff,1988-08-15,43688
409551,Iara,Stentiford,Staff,1988-08-15,86476
472795,Teiji,Knightly,Staff,1988-08-15,40000
295426,Kerryn,Imataki,Engineer,1988-08-14,57723
449540,Wayne,Millington,Assistant Engineer,1988-08-14,42190
20266,Ekawit,Kakkad,Senior Staff,1988-08-14,85168
481513,Shay,Gustavson,Senior Staff,1988-08-14,52050
80689,Hitofumi,Conta,Engineer,1988-08-14,44594
54389,Bingning,Linares,Senior Engineer,1988-08-14,40000
472781,Huan,Hasham,Engineer,1988-08-14,40000
428224,Michaela,Pollacia,Staff,1988-08-14,88754
267274,Munehiko,Kornyak,Staff,1988-08-14,62122
10924,Hironoby,Atchley,Staff,1988-08-14,84783
265674,Xinglin,Sherertz,Engineer,1988-08-14,58973
22995,Ger,Stanfel,Engineer,1988-08-14,57931
473411,Piyush,Leaver,Senior Staff,1988-08-14,56934
79265,Lokesh,Kenevan,Staff,1988-08-14,40000
406779,Yagil,Mandelberg,Staff,1988-08-14,63055
272958,Marc,Chepyzhov,Engineer,1988-08-13,43326
247538,Fatemeh,Verspoor,Staff,1988-08-13,70226
237160,Akeno,Rande,Engineer,1988-08-13,83546
66713,LiMin,Zyda,Staff,1988-08-13,52499
85062,Vasilis,Luks,Senior Engineer,1988-08-13,50228
98570,Seongbae,Botman,Senior Engineer,1988-08-13,55224
100555,Lucien,Gecsel,Staff,1988-08-13,70189
415117,Sudhanshu,Gente,Staff,1988-08-13,70796
441698,Reinhard,Halloran,Engineer,1988-08-13,40000
402126,Odysseas,Auria,Engineer,1988-08-13,41349
54837,Jordanka,Melton,Senior Staff,1988-08-13,74315
17489,Karlis,Vigier,Staff,1988-08-13,48368
255971,Xianlong,Beilner,Staff,1988-08-12,61645
47005,Eric,Selvestrel,Staff,1988-08-12,71250
285178,Valdiodio,Stanfel,Engineer,1988-08-12,40000
244705,Maha,Guerreiro,Senior Staff,1988-08-12,49654
55504,Jouni,Radwan,Assistant Engineer,1988-08-12,46549
88600,Bernd,Ranze,Staff,1988-08-12,64507
226281,Doowon,Kragelund,Engineer,1988-08-12,40000
407919,Val,Schlumberger,Engineer,1988-08-12,40000
16028,JiYoung,Takkinen,Engineer,1988-08-12,53714
53442,Nathalie,Riefers,Engineer,1988-08-12,60078
81411,Eben,Stenning,Engineer,1988-08-11,40445
272125,Ranan,Demir,Senior Engineer,1988-08-11,49018
473370,Takushi,Zwicker,Engineer,1988-08-11,40000
78524,Zhiwei,Bahk,Staff,1988-08-11,63123
215379,Martina,Muntz,Engineer,1988-08-11,42170
227318,Claude,Benantar,Staff,1988-08-11,40000
207323,Uli,Pehl,Senior Engineer,1988-08-11,45423
415518,Jinpo,Nicolson,Assistant Engineer,1988-08-11,40000
210543,Zhensheng,Terwilliger,Staff,1988-08-11,67687
413496,Naftaly,Acton,Staff,1988-08-11,92944
222836,Ishfaq,Aloia,Staff,1988-08-11,76341
498478,Kwee,Feldmann,Staff,1988-08-11,56688
443160,Paloma,Vuskovic,Engineer,1988-08-11,49888
408556,Kankanahalli,Farrar,Senior Engineer,1988-08-10,40000
475003,Branimir,Miara,Staff,1988-08-10,88287
414421,Shai,Griswold,Technique Leader,1988-08-10,69421
428042,Feixiong,Wegerle,Senior Engineer,1988-08-10,40000
455529,Hidefumi,Rodier,Staff,1988-08-10,91932
91820,Arunachalam,Hofman,Senior Engineer,1988-08-10,50117
425193,Thodoros,Cronau,Senior Engineer,1988-08-10,44584
211510,Abdelkader,Demir,Engineer,1988-08-10,40000
37082,Munehiro,Zastre,Engineer,1988-08-10,52389
495318,Reinhard,Kornatzky,Senior Staff,1988-08-10,88606
21161,Irena,Moffat,Staff,1988-08-10,40000
487611,Vasilis,Sethi,Engineer,1988-08-10,42632
272693,Shichao,Douceur,Engineer,1988-08-10,40000
53430,Marke,Schneeberger,Technique Leader,1988-08-10,68380
55404,Mara,Spell,Staff,1988-08-10,58720
